   3.1444525e-01	   1.7082692e+02	   1.3052193e-01	   1.5351151e+02	   4.9369848e-02	   2.7133176e+01	   1.8493680e-01	   1.6562940e+02	   9.2468400e-02	   4.9688819e+02	
   3.1198919e-01	   1.6853127e+02	   1.4047429e-01	   1.5192495e+02	   4.8958763e-02	   2.6354796e+01	   1.9443840e-01	   1.6491785e+02	   9.7219200e-02	   4.9475356e+02	
   3.0366878e-01	   1.6633269e+02	   1.3658649e-01	   1.5036268e+02	   4.7842959e-02	   2.5608488e+01	   1.8720856e-01	   1.6334309e+02	   9.3604280e-02	   4.9002928e+02	
   2.9512876e-01	   1.6421939e+02	   1.3027116e-01	   1.4882492e+02	   4.6355221e-02	   2.4892538e+01	   1.8113803e-01	   1.6210222e+02	   9.0569015e-02	   4.8630667e+02	
   2.8692801e-01	   1.6217993e+02	   1.2835957e-01	   1.4731178e+02	   4.4280218e-02	   2.4205348e+01	   1.8065017e-01	   1.6032008e+02	   9.0325085e-02	   4.8096025e+02	
   2.7989208e-01	   1.6020322e+02	   1.3006344e-01	   1.4582330e+02	   4.2714178e-02	   2.3545417e+01	   1.8042181e-01	   1.5834895e+02	   9.0210905e-02	   4.7504684e+02	
   2.7593005e-01	   1.5828593e+02	   1.3547209e-01	   1.4435945e+02	   4.2440121e-02	   2.2911345e+01	   1.8440926e-01	   1.5624786e+02	   9.2204632e-02	   4.6874358e+02	
   2.7368224e-01	   1.5643106e+02	   1.4510926e-01	   1.4292012e+02	   4.4495549e-02	   2.2301818e+01	   1.9230639e-01	   1.5395567e+02	   9.6153195e-02	   4.6186702e+02	
   2.7371321e-01	   1.5463744e+02	   1.5182046e-01	   1.4150518e+02	   5.2560654e-02	   2.1715603e+01	   1.9991252e-01	   1.5188259e+02	   9.9956262e-02	   4.5564778e+02	
   2.7302101e-01	   1.5290414e+02	   1.5205960e-01	   1.4011442e+02	   5.9138022e-02	   2.1151543e+01	   2.0786383e-01	   1.5017348e+02	   1.0393191e-01	   4.5052043e+02	
   2.6205437e-01	   1.5123042e+02	   1.5595399e-01	   1.3874763e+02	   6.1447931e-02	   2.0608553e+01	   2.1314859e-01	   1.4840233e+02	   1.0657429e-01	   4.4520700e+02	
   2.5544158e-01	   1.4961574e+02	   1.6249045e-01	   1.3740453e+02	   6.2779065e-02	   2.0085610e+01	   2.2027107e-01	   1.4689213e+02	   1.1013553e-01	   4.4067638e+02	
   2.4682659e-01	   1.4805974e+02	   1.6942299e-01	   1.3608485e+02	   6.5265154e-02	   1.9581755e+01	   2.2635559e-01	   1.4537473e+02	   1.1317779e-01	   4.3612420e+02	
   2.4032452e-01	   1.4656220e+02	   1.7699629e-01	   1.3478826e+02	   6.8671291e-02	   1.9096084e+01	   2.3352868e-01	   1.4350118e+02	   1.1676434e-01	   4.3050355e+02	
   2.3648136e-01	   1.4512307e+02	   1.8525904e-01	   1.3351444e+02	   7.4739696e-02	   1.8627743e+01	   2.4406777e-01	   1.4138828e+02	   1.2203389e-01	   4.2416484e+02	
   2.3241599e-01	   1.4374240e+02	   1.9141658e-01	   1.3226304e+02	   7.9946779e-02	   1.8175931e+01	   2.5344295e-01	   1.3970615e+02	   1.2672148e-01	   4.1911846e+02	
   2.2729965e-01	   1.4242240e+02	   1.9765676e-01	   1.3103370e+02	   8.6641600e-02	   1.7739891e+01	   2.6184777e-01	   1.3801679e+02	   1.3092388e-01	   4.1405037e+02	
   2.2731963e-01	   1.4116017e+02	   2.0897154e-01	   1.2982606e+02	   1.0114705e-01	   1.7318906e+01	   2.7399549e-01	   1.3679623e+02	   1.3699775e-01	   4.1038870e+02	
   2.3643156e-01	   1.3994827e+02	   2.2807176e-01	   1.2863974e+02	   1.3636337e-01	   1.6912303e+01	   2.8792650e-01	   1.3515488e+02	   1.4396325e-01	   4.0546464e+02	
   2.5570225e-01	   1.3877939e+02	   2.5760382e-01	   1.2747436e+02	   1.9634270e-01	   1.6519442e+01	   3.0481163e-01	   1.3334298e+02	   1.5240582e-01	   4.0002894e+02	
   2.9876685e-01	   1.3764628e+02	   3.1179518e-01	   1.2632953e+02	   2.9835063e-01	   1.6139721e+01	   3.4703027e-01	   1.3192338e+02	   1.7351513e-01	   3.9577014e+02	
   3.4264496e-01	   1.3654178e+02	   3.7560506e-01	   1.2520488e+02	   4.2651143e-01	   1.5772569e+01	   3.8798619e-01	   1.3076624e+02	   1.9399310e-01	   3.9229871e+02	
   3.4798551e-01	   1.3545881e+02	   3.8858435e-01	   1.2410001e+02	   4.5405416e-01	   1.5417445e+01	   4.0409262e-01	   1.2965126e+02	   2.0204631e-01	   3.8895378e+02	
   3.3637916e-01	   1.3439032e+02	   3.8086981e-01	   1.2301454e+02	   4.4469707e-01	   1.5073837e+01	   4.1260800e-01	   1.2823821e+02	   2.0630400e-01	   3.8471463e+02	
   3.1248211e-01	   1.3332936e+02	   3.6203710e-01	   1.2194808e+02	   4.0914796e-01	   1.4741260e+01	   3.9728505e-01	   1.2716684e+02	   1.9864253e-01	   3.8150053e+02	
   2.8646025e-01	   1.3226902e+02	   3.3768669e-01	   1.2090026e+02	   3.6122714e-01	   1.4419253e+01	   3.7792831e-01	   1.2629084e+02	   1.8896416e-01	   3.7887251e+02	
   2.5528140e-01	   1.3119953e+02	   3.0524841e-01	   1.1987068e+02	   3.0984145e-01	   1.4107380e+01	   3.5124122e-01	   1.2546640e+02	   1.7562061e-01	   3.7639919e+02	
   2.2206686e-01	   1.3012155e+02	   2.6816859e-01	   1.1885899e+02	   2.5925836e-01	   1.3805227e+01	   3.2578799e-01	   1.2474173e+02	   1.6289399e-01	   3.7422519e+02	
   1.9381131e-01	   1.2904385e+02	   2.3157940e-01	   1.1786481e+02	   2.1372575e-01	   1.3512399e+01	   2.9561050e-01	   1.2373318e+02	   1.4780525e-01	   3.7119953e+02	
   1.7481343e-01	   1.2797525e+02	   2.0262882e-01	   1.1688777e+02	   1.7917499e-01	   1.3228522e+01	   2.6810368e-01	   1.2234804e+02	   1.3405184e-01	   3.6704411e+02	
   1.5688944e-01	   1.2692459e+02	   1.8500394e-01	   1.1592751e+02	   1.5562566e-01	   1.2953240e+01	   2.4697841e-01	   1.2098341e+02	   1.2348921e-01	   3.6295024e+02	
   1.4329907e-01	   1.2550076e+02	   1.7226462e-01	   1.1461067e+02	   1.3769684e-01	   1.2581646e+01	   2.1888525e-01	   1.1891349e+02	   1.0944262e-01	   3.5674047e+02	
